state,hand1,hand2,flop1,flop2,flop3,turn,river,win_chance,won_on_flop,won_on_turn,won_on_river,hand_equity,did_win
PREFLOP,5h,8s,none,none,none,none,none,0.11468568447680776,0.41711840820819573,0.23980725694228094,0.3430743348495233,0.3776926,0
FLOP,5h,8s,9d,6s,4s,none,none,0.11468568447680776,0.41711840820819573,0.23980725694228094,0.3430743348495233,0.008085426,0
TURN,5h,8s,9d,6s,4s,Jd,none,0.11468568447680776,0.41711840820819573,0.23980725694228094,0.3430743348495233,0.008423743,0
RIVER,5h,8s,9d,6s,4s,Jd,6d,0.11468568447680776,0.41711840820819573,0.23980725694228094,0.3430743348495233,0.0009478576,0
